label,message,clean_message,tokens,processed_message,target
ham,U reach orchard already? U wan 2 go buy tickets first?,u reach orchard already u wan go buy tickets first,"['u', 'reach', 'orchard', 'alreadi', 'u', 'wan', 'go', 'buy', 'ticket', 'first']",u reach orchard alreadi u wan go buy ticket first,0
ham,"I am real, baby! I want to bring out your inner tigress...",i am real baby i want to bring out your inner tigress,"['real', 'babi', 'want', 'bring', 'inner', 'tigress']",real babi want bring inner tigress,0
ham,No da if you run that it activate the full version da.,no da if you run that it activate the full version da,"['da', 'run', 'activ', 'full', 'version', 'da']",da run activ full version da,0
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",ah poor babyhope urfeeling bettersn luv probthat overdose of work hey go careful spk u sn lots of lovejen xxx,"['ah', 'poor', 'babyhop', 'urfeel', 'bettersn', 'luv', 'probthat', 'overdos', 'work', 'hey', 'go', 'care', 'spk', 'u', 'sn', 'lot', 'lovejen', 'xxx']",ah poor babyhop urfeel bettersn luv probthat overdos work hey go care spk u sn lot lovejen xxx,0
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,stop the story ive told him ive returned it and hes saying i should not re order it,"['stop', 'stori', 'ive', 'told', 'ive', 'return', 'he', 'say', 'order']",stop stori ive told ive return he say order,0
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to and see who you could meet,"['talk', 'sexi', 'make', 'new', 'friend', 'fall', 'love', 'world', 'discreet', 'text', 'date', 'servic', 'text', 'vip', 'see', 'could', 'meet']",talk sexi make new friend fall love world discreet text date servic text vip see could meet,1
ham,Going to take your babe out ?,going to take your babe out,"['go', 'take', 'babe']",go take babe,0
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,hai ana tomarrow am coming on morning ltdecimalgt ill be there in sathy then we ll go to rto office reply me after came to home,"['hai', 'ana', 'tomarrow', 'come', 'morn', 'ltdecimalgt', 'ill', 'sathi', 'go', 'rto', 'offic', 'repli', 'came', 'home']",hai ana tomarrow come morn ltdecimalgt ill sathi go rto offic repli came home,0
ham,Spoons it is then okay?,spoons it is then okay,"['spoon', 'okay']",spoon okay,0
ham,Did he just say somebody is named tampa,did he just say somebody is named tampa,"['say', 'somebodi', 'name', 'tampa']",say somebodi name tampa,0
ham,In work now. Going have in few min.,in work now going have in few min,"['work', 'go', 'min']",work go min,0
ham,Your brother is a genius,your brother is a genius,"['brother', 'geniu']",brother geniu,0
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",sorry i guess whenever i can get a hold of my connections maybe an hour or two ill text you,"['sorri', 'guess', 'whenev', 'get', 'hold', 'connect', 'mayb', 'hour', 'two', 'ill', 'text']",sorri guess whenev get hold connect mayb hour two ill text,0
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,did u find out what time the bus is at coz i need to sort some stuff out,"['u', 'find', 'time', 'bu', 'coz', 'need', 'sort', 'stuff']",u find time bu coz need sort stuff,0
ham,Dude ive been seeing a lotta corvettes lately,dude ive been seeing a lotta corvettes lately,"['dude', 'ive', 'see', 'lotta', 'corvett', 'late']",dude ive see lotta corvett late,0
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call tscs å£ pm approx mins,"['congratul', 'ur', 'award', 'either', 'yr', 'suppli', 'cd', 'virgin', 'record', 'mysteri', 'gift', 'guarante', 'call', 'tsc', 'å£', 'pm', 'approx', 'min']",congratul ur award either yr suppli cd virgin record mysteri gift guarante call tsc å£ pm approx min,1
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it dont matter,"['consid', 'wall', 'bunker', 'shit', 'import', 'never', 'play', 'peac', 'guess', 'place', 'high', 'enough', 'dont', 'matter']",consid wall bunker shit import never play peac guess place high enough dont matter,0
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,private your account statement for xxxxxx shows unredeemed s i m points call identifier code expires,"['privat', 'account', 'statement', 'xxxxxx', 'show', 'unredeem', 'point', 'call', 'identifi', 'code', 'expir']",privat account statement xxxxxx show unredeem point call identifi code expir,1
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r,"['hello', 'need', 'posh', 'bird', 'chap', 'user', 'trial', 'prod', 'champney', 'put', 'need', 'address', 'dob', 'asap', 'ta', 'r']",hello need posh bird chap user trial prod champney put need address dob asap ta r,1
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,what do u want for xmas how about free text messages a new video phone with half price line rental call free now on to find out more,"['u', 'want', 'xma', 'free', 'text', 'messag', 'new', 'video', 'phone', 'half', 'price', 'line', 'rental', 'call', 'free', 'find']",u want xma free text messag new video phone half price line rental call free find,1
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",well am officially in a philosophical hole so if u wanna call am at home ready to be saved,"['well', 'offici', 'philosoph', 'hole', 'u', 'wan', 'na', 'call', 'home', 'readi', 'save']",well offici philosoph hole u wan na call home readi save,0
ham,Its going good...no problem..but still need little experience to understand american customer voice...,its going goodno problembut still need little experience to understand american customer voice,"['go', 'goodno', 'problembut', 'still', 'need', 'littl', 'experi', 'understand', 'american', 'custom', 'voic']",go goodno problembut still need littl experi understand american custom voic,0
ham,I'll text you when I drop x off,ill text you when i drop x off,"['ill', 'text', 'drop', 'x']",ill text drop x,0
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ugh its been a long day im exhausted just want to cuddle up and take a nap,"['ugh', 'long', 'day', 'im', 'exhaust', 'want', 'cuddl', 'take', 'nap']",ugh long day im exhaust want cuddl take nap,0
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,talk with yourself atleast once in a day otherwise you will miss your best friend in this world shakespeare shesil ltgt,"['talk', 'atleast', 'day', 'otherwis', 'miss', 'best', 'friend', 'world', 'shakespear', 'shesil', 'ltgt']",talk atleast day otherwis miss best friend world shakespear shesil ltgt,0
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",shop till u drop is it you either k k å£ cash or å£ travel voucher call now ntt po box cr bt fixedline cost ppm mobile vary,"['shop', 'till', 'u', 'drop', 'either', 'k', 'k', 'å£', 'cash', 'å£', 'travel', 'voucher', 'call', 'ntt', 'po', 'box', 'cr', 'bt', 'fixedlin', 'cost', 'ppm', 'mobil', 'vari']",shop till u drop either k k å£ cash å£ travel voucher call ntt po box cr bt fixedlin cost ppm mobil vari,1
ham,Are you in castor? You need to see something,are you in castor you need to see something,"['castor', 'need', 'see', 'someth']",castor need see someth,0
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to å£ sptyrone,"['sunshin', 'quiz', 'wkli', 'q', 'win', 'top', 'soni', 'dvd', 'player', 'u', 'know', 'countri', 'liverpool', 'play', 'mid', 'week', 'txt', 'ansr', 'å£', 'sptyron']",sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr å£ sptyron,1
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,"['u', 'secret', 'admir', 'look', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcal']",u secret admir look make contact ufind rreveal think ur specialcal,1
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on stopsms,"['u', 'secret', 'admir', 'look', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcal', 'stopsm']",u secret admir look make contact ufind rreveal think ur specialcal stopsm,1
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,reminder you have not downloaded the content you have already paid for goto mymoby tv to collect your content,"['remind', 'download', 'content', 'alreadi', 'paid', 'goto', 'mymobi', 'tv', 'collect', 'content']",remind download content alreadi paid goto mymobi tv collect content,1
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after you need to come home you need to getsleep and if anything you need to b studdying ear training,"['see', 'knew', 'give', 'break', 'time', 'woul', 'lead', 'alway', 'want', 'miss', 'curfew', 'gon', 'na', 'gibe', 'til', 'one', 'midnight', 'movi', 'gon', 'na', 'get', 'til', 'need', 'come', 'home', 'need', 'getsleep', 'anyth', 'need', 'b', 'studdi', 'ear', 'train']",see knew give break time woul lead alway want miss curfew gon na gibe til one midnight movi gon na get til need come home need getsleep anyth need b studdi ear train,0
ham,I love to give massages. I use lots of baby oil... What is your fave position?,i love to give massages i use lots of baby oil what is your fave position,"['love', 'give', 'massag', 'use', 'lot', 'babi', 'oil', 'fave', 'posit']",love give massag use lot babi oil fave posit,0
ham,Dude we should go sup again,dude we should go sup again,"['dude', 'go', 'sup']",dude go sup,0
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,yoyyooo u know how to change permissions for a drive in mac my usb flash drive,"['yoyyooo', 'u', 'know', 'chang', 'permiss', 'drive', 'mac', 'usb', 'flash', 'drive']",yoyyooo u know chang permiss drive mac usb flash drive,0
ham,Gibbs unsold.mike hussey,gibbs unsoldmike hussey,"['gibb', 'unsoldmik', 'hussey']",gibb unsoldmik hussey,0
ham,I like to talk pa but am not able to. I dont know y.,i like to talk pa but am not able to i dont know y,"['like', 'talk', 'pa', 'abl', 'dont', 'know']",like talk pa abl dont know,0
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,y dun cut too short leh u dun like ah she failed shes quite sad,"['dun', 'cut', 'short', 'leh', 'u', 'dun', 'like', 'ah', 'fail', 'she', 'quit', 'sad']",dun cut short leh u dun like ah fail she quit sad,0
ham,You unbelievable faglord,you unbelievable faglord,"['unbeliev', 'faglord']",unbeliev faglord,0
ham,Wife.how she knew the time of murder exactly,wifehow she knew the time of murder exactly,"['wifehow', 'knew', 'time', 'murder', 'exactli']",wifehow knew time murder exactli,0
ham,Why do you ask princess?,why do you ask princess,"['ask', 'princess']",ask princess,0
ham,I am great princess! What are you thinking about me? :),i am great princess what are you thinking about me,"['great', 'princess', 'think']",great princess think,0
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,nutter cutter ctter cttergg cttargg ctargg ctagg ie you,"['nutter', 'cutter', 'ctter', 'cttergg', 'cttargg', 'ctargg', 'ctagg', 'ie']",nutter cutter ctter cttergg cttargg ctargg ctagg ie,0
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,its ok i noe ure busy but im really too bored so i msg u i oso dunno wat colour she choose me one,"['ok', 'noe', 'ure', 'busi', 'im', 'realli', 'bore', 'msg', 'u', 'oso', 'dunno', 'wat', 'colour', 'choos', 'one']",ok noe ure busi im realli bore msg u oso dunno wat colour choos one,0
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,doesnt g have class early tomorrow and thus shouldnt be trying to smoke at ltgt,"['doesnt', 'g', 'class', 'earli', 'tomorrow', 'thu', 'shouldnt', 'tri', 'smoke', 'ltgt']",doesnt g class earli tomorrow thu shouldnt tri smoke ltgt,0
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today,"['superb', 'thought', 'grate', 'u', 'dont', 'everyth', 'u', 'want', 'mean', 'u', 'still', 'opportun', 'happier', 'tomorrow', 'u', 'today']",superb thought grate u dont everyth u want mean u still opportun happier tomorrow u today,0
ham,Hope you are having a good week. Just checking in,hope you are having a good week just checking in,"['hope', 'good', 'week', 'check']",hope good week check,0
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",im used to it i just hope my agents dont drop me since ive only booked a few things this year this whole me in boston them in nyc was an experiment,"['im', 'use', 'hope', 'agent', 'dont', 'drop', 'sinc', 'ive', 'book', 'thing', 'year', 'whole', 'boston', 'nyc', 'experi']",im use hope agent dont drop sinc ive book thing year whole boston nyc experi,0
ham,"Thursday night? Yeah, sure thing, we'll work it out then",thursday night yeah sure thing well work it out then,"['thursday', 'night', 'yeah', 'sure', 'thing', 'well', 'work']",thursday night yeah sure thing well work,0
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,probably money worries things are coming due and i have several outstanding invoices for work i did two and three months ago,"['probabl', 'money', 'worri', 'thing', 'come', 'due', 'sever', 'outstand', 'invoic', 'work', 'two', 'three', 'month', 'ago']",probabl money worri thing come due sever outstand invoic work two three month ago,0
ham,How is it possible to teach you. And where.,how is it possible to teach you and where,"['possibl', 'teach']",possibl teach,0
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",i wonder if your phone battery went dead i had to tell you i love you babe,"['wonder', 'phone', 'batteri', 'went', 'dead', 'tell', 'love', 'babe']",wonder phone batteri went dead tell love babe,0
ham,Lovely smell on this bus and it ain't tobacco... ,lovely smell on this bus and it aint tobacco,"['love', 'smell', 'bu', 'aint', 'tobacco']",love smell bu aint tobacco,0
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",were all getting worried over here derek and taylor have already assumed the worst,"['get', 'worri', 'derek', 'taylor', 'alreadi', 'assum', 'worst']",get worri derek taylor alreadi assum worst,0
ham,Hey what's up charles sorry about the late reply.,hey whats up charles sorry about the late reply,"['hey', 'what', 'charl', 'sorri', 'late', 'repli']",hey what charl sorri late repli,0
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to,"['lastest', 'stereophon', 'marley', 'dizze', 'racal', 'libertin', 'stroke', 'win', 'nookii', 'game', 'flirt', 'click', 'themob', 'wap', 'bookmark', 'text', 'wap']",lastest stereophon marley dizze racal libertin stroke win nookii game flirt click themob wap bookmark text wap,1
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,ill give her once i have it plus she said grinule greet you whenever we speak,"['ill', 'give', 'plu', 'said', 'grinul', 'greet', 'whenev', 'speak']",ill give plu said grinul greet whenev speak,0
ham,WHITE FUDGE OREOS ARE IN STORES,white fudge oreos are in stores,"['white', 'fudg', 'oreo', 'store']",white fudg oreo store,0
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",january male sale hot gay chat now cheaper call national rate from pmin cheap to pmin peak to stop texts call pmin,"['januari', 'male', 'sale', 'hot', 'gay', 'chat', 'cheaper', 'call', 'nation', 'rate', 'pmin', 'cheap', 'pmin', 'peak', 'stop', 'text', 'call', 'pmin']",januari male sale hot gay chat cheaper call nation rate pmin cheap pmin peak stop text call pmin,1
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,my love how come it took you so long to leave for zahers i got your words on ym and was happy to see them but was sad you had left i miss you,"['love', 'come', 'took', 'long', 'leav', 'zaher', 'got', 'word', 'ym', 'happi', 'see', 'sad', 'left', 'miss']",love come took long leav zaher got word ym happi see sad left miss,0
ham,I am sorry it hurt you.,i am sorry it hurt you,"['sorri', 'hurt']",sorri hurt,0
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,cant i feel nauseous im so pissed i didnt eat any sweets all week cause today i was planning to pig out i was dieting all week and now im not hungry,"['cant', 'feel', 'nauseou', 'im', 'piss', 'didnt', 'eat', 'sweet', 'week', 'caus', 'today', 'plan', 'pig', 'diet', 'week', 'im', 'hungri']",cant feel nauseou im piss didnt eat sweet week caus today plan pig diet week im hungri,0
ham,Ok lor but not too early. Me still having project meeting now.,ok lor but not too early me still having project meeting now,"['ok', 'lor', 'earli', 'still', 'project', 'meet']",ok lor earli still project meet,0
ham,"Call me da, i am waiting for your call.",call me da i am waiting for your call,"['call', 'da', 'wait', 'call']",call da wait call,0
ham,I could ask carlos if we could get more if anybody else can chip in,i could ask carlos if we could get more if anybody else can chip in,"['could', 'ask', 'carlo', 'could', 'get', 'anybodi', 'els', 'chip']",could ask carlo could get anybodi els chip,0
ham,Was actually about to send you a reminder today. Have a wonderful weekend,was actually about to send you a reminder today have a wonderful weekend,"['actual', 'send', 'remind', 'today', 'wonder', 'weekend']",actual send remind today wonder weekend,0
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl,"['peopl', 'see', 'msg', 'think', 'iam', 'addict', 'msging', 'wrong', 'bcoz', 'dont', 'know', 'iam', 'addict', 'sweet', 'friend', 'bslvyl']",peopl see msg think iam addict msging wrong bcoz dont know iam addict sweet friend bslvyl,0
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,hey you gave them your photo when you registered for driving ah tmr wanna meet at yck,"['hey', 'gave', 'photo', 'regist', 'drive', 'ah', 'tmr', 'wan', 'na', 'meet', 'yck']",hey gave photo regist drive ah tmr wan na meet yck,0
ham,Dont talk to him ever ok its my word.,dont talk to him ever ok its my word,"['dont', 'talk', 'ever', 'ok', 'word']",dont talk ever ok word,0
ham,When u wana see it then,when u wana see it then,"['u', 'wana', 'see']",u wana see,0
ham,On ma way to school. Can you pls send me ashley's number,on ma way to school can you pls send me ashleys number,"['way', 'school', 'pl', 'send', 'ashley', 'number']",way school pl send ashley number,0
ham,It shall be fine. I have avalarr now. Will hollalater,it shall be fine i have avalarr now will hollalater,"['shall', 'fine', 'avalarr', 'hollalat']",shall fine avalarr hollalat,0
ham,She went to attend another two rounds today..but still did't reach home..,she went to attend another two rounds todaybut still didt reach home,"['went', 'attend', 'anoth', 'two', 'round', 'todaybut', 'still', 'didt', 'reach', 'home']",went attend anoth two round todaybut still didt reach home,0
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,actually i deleted my old websitenow i m blogging at magicalsongsblogspotcom,"['actual', 'delet', 'old', 'websitenow', 'blog', 'magicalsongsblogspotcom']",actual delet old websitenow blog magicalsongsblogspotcom,0
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",k wait chikkuil send aftr ltgt mins,"['k', 'wait', 'chikkuil', 'send', 'aftr', 'ltgt', 'min']",k wait chikkuil send aftr ltgt min,0
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,but im on a diet and i ate too many slices of pizza yesterday ugh im always on a diet,"['im', 'diet', 'ate', 'mani', 'slice', 'pizza', 'yesterday', 'ugh', 'im', 'alway', 'diet']",im diet ate mani slice pizza yesterday ugh im alway diet,0
ham,K:)i will give my kvb acc details:),ki will give my kvb acc details,"['ki', 'give', 'kvb', 'acc', 'detail']",ki give kvb acc detail,0
ham,Oh all have to come ah?,oh all have to come ah,"['oh', 'come', 'ah']",oh come ah,0
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,money you r a lucky winner claim your prize text money over å£ million to give away ppt x normal text rate box w t jy,"['money', 'r', 'lucki', 'winner', 'claim', 'prize', 'text', 'money', 'å£', 'million', 'give', 'away', 'ppt', 'x', 'normal', 'text', 'rate', 'box', 'w', 'jy']",money r lucki winner claim prize text money å£ million give away ppt x normal text rate box w jy,1
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),im really sorry i wont b able do this fridayhope u can find an alternativehope yr terms going ok,"['im', 'realli', 'sorri', 'wont', 'b', 'abl', 'fridayhop', 'u', 'find', 'alternativehop', 'yr', 'term', 'go', 'ok']",im realli sorri wont b abl fridayhop u find alternativehop yr term go ok,0
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go,"['congratul', 'ore', 'mo', 'owo', 'wa', 'enjoy', 'wish', 'mani', 'happi', 'moment', 'fro', 'wherev', 'go']",congratul ore mo owo wa enjoy wish mani happi moment fro wherev go,0
ham,So do you have samus shoulders yet,so do you have samus shoulders yet,"['samu', 'shoulder', 'yet']",samu shoulder yet,0
ham,What time you think you'll have it? Need to know when I should be near campus,what time you think youll have it need to know when i should be near campus,"['time', 'think', 'youll', 'need', 'know', 'near', 'campu']",time think youll need know near campu,0
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",dear matthew please call from a landline your complimentary lux tenerife holiday or å£ cash await collection ppm sae tcs box sk xh,"['dear', 'matthew', 'pleas', 'call', 'landlin', 'complimentari', 'lux', 'tenerif', 'holiday', 'å£', 'cash', 'await', 'collect', 'ppm', 'sae', 'tc', 'box', 'sk', 'xh']",dear matthew pleas call landlin complimentari lux tenerif holiday å£ cash await collect ppm sae tc box sk xh,1
ham,Then dun wear jeans lor...,then dun wear jeans lor,"['dun', 'wear', 'jean', 'lor']",dun wear jean lor,0
ham,"Since when, which side, any fever, any vomitin.",since when which side any fever any vomitin,"['sinc', 'side', 'fever', 'vomitin']",sinc side fever vomitin,0
ham,K:)k.are you in college?,kkare you in college,"['kkare', 'colleg']",kkare colleg,0
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",urgent call from landline your complimentary tenerife holiday or å£ cash await collection sae tcs box hp yf ppm,"['urgent', 'call', 'landlin', 'complimentari', 'tenerif', 'holiday', 'å£', 'cash', 'await', 'collect', 'sae', 'tc', 'box', 'hp', 'yf', 'ppm']",urgent call landlin complimentari tenerif holiday å£ cash await collect sae tc box hp yf ppm,1
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,better made up for friday and stuffed myself like a pig yesterday now i feel bleh but at least its not writhing pain kind of bleh,"['better', 'made', 'friday', 'stuf', 'like', 'pig', 'yesterday', 'feel', 'bleh', 'least', 'writh', 'pain', 'kind', 'bleh']",better made friday stuf like pig yesterday feel bleh least writh pain kind bleh,0
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),no we sell it all so well have tons if coins then sell our coins to someone thru paypal voila money back in life pockets,"['sell', 'well', 'ton', 'coin', 'sell', 'coin', 'someon', 'thru', 'paypal', 'voila', 'money', 'back', 'life', 'pocket']",sell well ton coin sell coin someon thru paypal voila money back life pocket,0
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,theyre doing it to lots of places only hospitals and medical places are safe,"['theyr', 'lot', 'place', 'hospit', 'medic', 'place', 'safe']",theyr lot place hospit medic place safe,0
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community psms,"['get', 'touch', 'folk', 'wait', 'compani', 'txt', 'back', 'name', 'age', 'opt', 'enjoy', 'commun', 'psm']",get touch folk wait compani txt back name age opt enjoy commun psm,1
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,and also ive sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,"['also', 'ive', 'sorta', 'blown', 'coupl', 'time', 'recent', 'id', 'rather', 'text', 'blue', 'look', 'weed']",also ive sorta blown coupl time recent id rather text blue look weed,0
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",i sent my scores to sophas and i had to do secondary application for a few schools i think if you are thinking of applying do a research on cost also contact joke ogunrinde her school is one me the less expensive ones,"['sent', 'score', 'sopha', 'secondari', 'applic', 'school', 'think', 'think', 'appli', 'research', 'cost', 'also', 'contact', 'joke', 'ogunrind', 'school', 'one', 'less', 'expens', 'one']",sent score sopha secondari applic school think think appli research cost also contact joke ogunrind school one less expens one,0
ham,I cant wait to see you! How were the photos were useful? :),i cant wait to see you how were the photos were useful,"['cant', 'wait', 'see', 'photo', 'use']",cant wait see photo use,0
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cashbalance is currently pounds to maximize ur cashin now send go to only pmsg cc po box tcrw,"['ur', 'cashbal', 'current', 'pound', 'maxim', 'ur', 'cashin', 'send', 'go', 'pmsg', 'cc', 'po', 'box', 'tcrw']",ur cashbal current pound maxim ur cashin send go pmsg cc po box tcrw,1
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,hey i booked the kb on sat already what other lessons are we going for ah keep your sat night free we need to meet and confirm our lodging,"['hey', 'book', 'kb', 'sat', 'alreadi', 'lesson', 'go', 'ah', 'keep', 'sat', 'night', 'free', 'need', 'meet', 'confirm', 'lodg']",hey book kb sat alreadi lesson go ah keep sat night free need meet confirm lodg,0
ham,Chk in ur belovd ms dict,chk in ur belovd ms dict,"['chk', 'ur', 'belovd', 'ms', 'dict']",chk ur belovd ms dict,0
ham,Is that what time you want me to come?,is that what time you want me to come,"['time', 'want', 'come']",time want come,0
ham,"Awesome, lemme know whenever you're around",awesome lemme know whenever youre around,"['awesom', 'lem', 'know', 'whenev', 'your', 'around']",awesom lem know whenev your around,0
ham,Shb b ok lor... Thanx...,shb b ok lor thanx,"['shb', 'b', 'ok', 'lor', 'thanx']",shb b ok lor thanx,0
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night,"['beauti', 'truth', 'graviti', 'read', 'care', 'heart', 'feel', 'light', 'someon', 'feel', 'heavi', 'someon', 'leav', 'good', 'night']",beauti truth graviti read care heart feel light someon feel heavi someon leav good night,0
ham,Also remember to get dobby's bowl from your car,also remember to get dobbys bowl from your car,"['also', 'rememb', 'get', 'dobbi', 'bowl', 'car']",also rememb get dobbi bowl car,0
spam,Filthy stories and GIRLS waiting for your,filthy stories and girls waiting for your,"['filthi', 'stori', 'girl', 'wait']",filthi stori girl wait,1
